"length_url","length_hostname","ip","nb_dots","nb_hyphens","nb_at","nb_qm","nb_and","nb_or","nb_eq","nb_underscore","nb_tilde","nb_percent","nb_slash","nb_star","nb_colon","nb_comma","nb_semicolumn","nb_dollar","nb_space","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","punycode","port","tld_in_path","tld_in_subdomain","abnormal_subdomain","nb_subdomains","prefix_suffix","random_domain","shortening_service","path_extension","nb_redirection","nb_external_redirection","length_words_raw","char_repeat","shortest_words_raw","shortest_word_host","shortest_word_path","longest_words_raw","longest_word_host","longest_word_path","avg_words_raw","avg_word_host","avg_word_path","phish_hints","domain_in_brand","brand_in_subdomain","brand_in_path","suspecious_tld","statistical_report","nb_hyperlinks","ratio_intHyperlinks","ratio_extHyperlinks","ratio_nullHyperlinks","nb_extCSS","ratio_intRedirection","ratio_extRedirection","ratio_intErrors","ratio_extErrors","login_form","external_favicon","links_in_tags","submit_email","ratio_intMedia","ratio_extMedia","sfh","iframe","popup_window","safe_anchor","onmouseover","right_clic","empty_title","domain_in_title","domain_with_copyright","whois_registered_domain","domain_registration_length","domain_age","web_traffic","dns_record","google_index","page_rank","status"
"40","31","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","2","1","12","12","0","14","14","0","13","13","0","0","0","0","0","0","0","9","0.555555556","0.444444444","0","0","0","0","0","0","0","1","50","0","0","100","0","0","0","0","0","0","0","1","0","0","149","-1","0","0","1","0","unsafe"
"33","24","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","2","0","8","8","0","11","11","0","9.5","9.5","0","0","1","0","0","0","0","209","0.669856459","0.330143541","0","3","0","0.565217391","0","0.014492754","0","1","33.33333333","0","39.13043478","60.86956522","0","0","0","18.36734694","0","0","0","1","1","0","371","7298","0","0","0","5","safe"
"28","12","0","1","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","1","6","8","6","8","8","6","7","8","6","0","0","0","0","0","0","43","0.976744186","0.023255814","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","80","0","0","0","0","0","0","119","612","0","0","1","1","unsafe"
"27","19","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","1","4","4","0","11","11","0","7.5","7.5","0","0","0","0","0","0","0","24","0.25","0.75","0","1","0","0","0","0","0","1","20","0","0","100","0","0","0","0","0","0","0","1","0","0","517","7802","0","0","1","5","unsafe"
"39","30","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","22","22","0","12.5","12.5","0","0","0","0","0","0","0","323","0.950464396","0.049535604","0","2","0","0.125","0","0.125","0","1","76.66666667","0","90","10","0","0","0","50","0","0","0","1","1","0","542","4205","123397","0","0","4","safe"
"40","13","0","2","1","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0.025","0","0","0","0","0","0","2","0","1","0","0","2","0","5","3","3","3","3","7","5","7","5","4","5.666666667","1","0","0","0","0","0","486","0.944444444","0.055555556","0","0","0","0.148148148","0","0.037037037","0","1","90.69767442","0","96.36363636","3.636363636","0","0","0","30.76923077","0","0","0","0","0","0","1831","9226","771","0","1","6","safe"
"29","16","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","0","3","13","3","13","13","3","8","13","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","238","0","0","1","0","unsafe"
"27","18","0","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","3","3","3","0","8","8","0","5.5","5.5","0","0","0","0","0","0","0","117","0.743589744","0.256410256","0","1","0","0.066666667","0","0.133333333","0","1","20","0","0","100","0","0","0","51.72413793","0","0","0","0","0","1","0","8579","466636","0","0","3","safe"
"25","16","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","8","8","0","5.5","5.5","0","0","0","0","0","0","0","149","0.536912752","0.463087248","0","6","0","0.028985507","0","0","0","1","13.33333333","0","0","100","0","0","0","18.18181818","0","0","0","1","1","0","320","1141","2816511","0","0","6","safe"
"243","37","1","2","16","0","1","0","0","1","1","0","0","8","0","1","0","0","0","0","1","0","0","0","0","0.197530864","0.054054054","0","0","0","0","1","2","0","0","0","0","0","0","27","11","1","5","1","39","9","39","7.592592593","7.5","7.608695652","0","0","0","0","0","0","7","0.857142857","0.142857143","0","0","0","1","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","1","0","0","149","216","0","0","1","0","unsafe"
"50","20","1","3","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0.12","0","0","0","0","0","0","3","0","0","1","0","0","0","6","1","2","7","2","8","8","8","5.5","7.5","4.5","0","1","0","0","0","0","35","0.142857143","0.857142857","0","2","0","0.133333333","0","0","1","1","10","0","50","50","0","0","0","12.5","0","0","0","1","1","0","372","7297","0","0","1","5","unsafe"
"30","14","0","2","0","0","1","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","3","3","3","3","5","6","6","5","4.666666667","4.5","5","0","0","0","0","0","0","86","0.058139535","0.941860465","0","9","0","0.024691358","0","0","0","1","0","0","0","100","0","0","0","100","0","0","0","0","0","0","193","6017","112","0","0","6","safe"
"60","26","0","2","2","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","6","6","2","3","2","18","18","9","7.166666667","10.5","5.5","0","0","0","0","0","0","103","0.378640777","0.621359223","0","0","0","0","0","0","0","0","11.11111111","0","0","0","0","0","0","0","0","0","0","1","0","0","22","5822","136316","0","0","5","safe"
"72","39","0","5","2","1","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0.055555556","0.102564103","0","0","1","0","0","3","0","0","1","0","0","0","9","2","1","1","3","17","9","17","5.888888889","5","7.666666667","0","0","0","0","0","0","22","0.181818182","0.818181818","0","1","0","0.277777778","0","0","0","1","0","0","16.66666667","83.33333333","0","0","0","25","0","0","0","1","1","0","218","5626","0","0","1","5","unsafe"
"77","23","1","1","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0.272727273","0","0","0","0","0","0","1","0","0","0","0","1","0","4","3","2","19","2","32","19","32","15.75","19","14.66666667","0","0","0","0","0","0","30","0.966666667","0.033333333","0","0","0","0","0","0","0","0","100","0","80","20","0","0","0","100","0","0","0","1","0","0","87","5756","0","0","1","2","unsafe"
"30","21","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","2","3","3","3","0","13","13","0","8","8","0","0","0","0","0","0","0","29","0.793103448","0.206896552","0","1","0","0","0","0","0","1","33.33333333","0","100","0","0","0","0","100","0","0","0","1","0","0","530","5313","33089","0","0","5","safe"
"34","27","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0.029411765","0.037037037","0","0","0","0","0","2","0","0","1","0","1","0","2","0","8","8","0","14","14","0","11","11","0","0","1","0","0","0","0","13","0.076923077","0.923076923","0","0","0","0.833333333","0","0.666666667","0","1","0","0","0","0","0","0","0","16.66666667","0","0","0","1","0","0","374","7295","0","0","1","5","unsafe"
"27","11","0","1","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","0","7","7","8","8","7","8","7.5","7","8","0","0","0","0","0","0","33","0.96969697","0.03030303","0","0","0","1","0","0","0","0","100","0","100","0","0","0","0","90","0","0","0","0","0","0","107","3180","8669000","0","0","1","safe"
"35","27","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","19","19","0","11","11","0","0","0","0","0","0","0","5","0.6","0.4","0","0","0","0.5","0","0","0","0","100","0","0","100","0","0","0","0","0","0","0","1","1","0","166","2756","0","0","0","2","safe"
"40","32","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","2","0","8","8","0","19","19","0","13.5","13.5","0","0","1","0","0","0","0","28","0.285714286","0.714285714","0","3","0","0.1","0","0","1","1","0","0","0","100","0","0","0","83.33333333","0","0","0","1","1","0","371","7298","0","0","0","5","safe"
"32","24","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","1","7","7","0","13","13","0","10","10","0","0","0","0","0","0","0","11","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2479","2634","5403","0","1","2","unsafe"
"47","38","0","4","2","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","6","3","1","1","0","7","7","0","4.833333333","4.833333333","0","0","0","0","0","0","0","21","0.19047619","0.80952381","0","1","0","0.176470588","0","0","0","1","0","0","20","80","0","0","0","25","0","0","0","1","1","0","229","5614","0","0","1","5","unsafe"
"98","26","1","2","2","0","0","0","0","0","0","0","0","9","0","1","0","0","0","0","1","0","0","0","1","0.255102041","0","0","0","0","0","0","2","1","0","0","0","2","0","10","4","2","3","2","32","10","32","7.8","7","8.142857143","2","0","0","0","0","0","22","0.545454545","0.454545455","0","1","0","0","0","0","0","1","40","0","0","0","0","0","0","60","0","0","0","1","1","0","257","2300","0","0","1","2","unsafe"
"22","13","0","1","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","3","3","0","4","4","0","3.5","3.5","0","0","0","0","0","1","0","201","0.975124378","0.024875622","0","0","0","0","0","0","0","0","94.59459459","0","100","0","0","0","0","93.61702128","0","0","0","1","1","1","0","-1","0","0","0","1","safe"
"66","30","0","1","7","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","9","1","1","6","1","11","11","7","5.111111111","8","3.666666667","0","0","0","0","0","0","97","0.773195876","0.226804124","0","1","0","0.363636364","0","0.090909091","0","1","82.75862069","0","0","100","0","0","0","21.42857143","0","0","0","1","1","0","429","5415","14668","0","0","6","safe"
"32","14","0","1","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3","3","4","10","4","10","10","4","6","10","4","0","0","0","0","0","0","13","0.846153846","0.153846154","0","0","0","0","0","0","0","0","60","0","100","0","0","0","0","0","0","0","0","1","0","0","50","4698","0","0","1","0","unsafe"
"20","12","1","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.45","0.75","0","0","1","1","1","3","0","0","0","0","2","1","8","0","1","1","1","3","3","3","2.25","2.25","2.25","0","0","0","0","0","2","163","0.245398773","0.754601227","0","4","0","0.024390244","0","0","1","1","4.081632653","0","0","100","0","0","0","29.62962963","0","0","0","1","1","1","0","-1","0","1","1","0","unsafe"
"21","13","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.19047619","0.307692308","0","0","0","0","0","2","0","0","0","0","0","0","2","3","1","1","0","7","7","0","4","4","0","0","0","0","0","0","0","45","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","1","1","0","117","614","8687032","0","1","0","unsafe"
"48","19","0","3","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","0","1","0","1","0","5","3","3","3","4","9","9","8","5.8","6","5.666666667","0","0","0","0","0","0","213","0.79342723","0.20657277","0","2","0","0.386363636","0","0","0","1","33.33333333","0","75","25","0","0","0","23.25581395","0","0","0","0","0","0","5","4744","343984","0","0","4","safe"
"51","34","0","5","3","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.098039216","0.147058824","0","0","0","0","0","3","0","0","1","0","0","0","9","1","1","1","4","7","7","4","3.555555556","3.428571429","4","0","0","0","0","0","0","83","0.469879518","0.530120482","0","2","0","0.363636364","0","0.045454545","1","1","0","0","33.33333333","66.66666667","0","0","0","56.92307692","0","0","0","1","1","0","231","5613","0","0","1","5","unsafe"
"34","19","0","2","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","5","3","2","3","2","5","5","2","3.4","4.333333333","2","0","0","0","0","0","0","44","0.409090909","0.590909091","0","3","0","0.076923077","0","0","0","1","22.22222222","0","0","100","0","0","0","77.77777778","0","0","0","1","0","0","-1","-1","12559","0","0","4","safe"
"62","31","0","2","2","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","1","0","1","0","6","2","2","10","2","16","16","10","7.666666667","13","5","0","0","0","0","0","0","101","0.633663366","0.366336634","0","1","0","0.027027027","0","0.027027027","0","1","52.63157895","0","5.263157895","94.73684211","0","0","0","84.44444444","0","0","0","1","0","0","133","7616","2190","0","0","5","safe"
"57","19","0","3","2","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","8","4","3","3","3","11","11","8","4.875","7","4.166666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","41","6898","0","0","0","4","safe"
"83","15","0","3","3","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","1","0","0","0","3","0","10","3","3","3","4","9","7","9","6.3","5","6.625","0","0","0","0","0","0","395","0.979746835","0.020253165","0","0","0","0.375","0","0","0","0","100","0","100","0","0","0","0","88.73239437","0","0","0","0","0","0","5","8395","27235","0","1","5","safe"
"33","25","0","3","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","2","3","3","3","0","15","15","0","9","9","0","0","0","0","0","0","0","293","0.395904437","0.604095563","0","3","0","0","0","0.011299435","0","1","51.72413793","0","49.65034965","50.34965035","0","0","0","8.045977011","0","0","0","1","1","0","687","5887","3012424","0","0","4","safe"
"29","13","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","4","3","2","3","2","6","6","4","3.75","4.5","3","0","0","0","0","0","0","79","0.987341772","0.012658228","0","0","0","1","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","1","0","0","272","5936","1174408","0","1","3","safe"
"24","15","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","7","7","0","5","5","0","0","0","0","0","0","0","37","0.432432432","0.567567568","0","2","0","0.142857143","0","0.095238095","0","1","55.55555556","0","0","100","0","0","0","38.88888889","0","0","0","1","0","0","161","2031","962441","0","0","4","safe"
"23","15","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","7","7","0","5","5","0","0","0","0","0","0","0","187","0.994652406","0.005347594","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","97.6744186","0","0","0","0","1","0","233","7436","4265998","0","0","3","safe"
"53","23","0","2","1","0","0","0","0","0","0","0","1","4","0","1","0","0","0","1","1","0","0","0","0","0.037735849","0","0","0","0","0","0","2","1","0","0","0","0","0","6","4","3","3","4","10","7","10","6","5.666666667","6.333333333","0","0","0","0","0","0","240","0.779166667","0.220833333","0","0","0","0.245283019","0","0.301886792","0","1","31.25","0","100","0","0","0","0","31.25","0","0","0","0","0","0","200","7836","600","0","1","6","safe"
"23","15","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","3","3","3","0","7","7","0","5","5","0","0","0","0","0","0","0","28","0.821428571","0.178571429","0","0","0","0.6","0","0","0","0","100","0","0","100","0","0","0","60","0","0","0","0","0","0","333","5510","4426013","0","0","1","safe"
"34","25","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","17","17","0","10","10","0","0","0","0","0","0","0","100","0.95","0.05","0","0","0","0.2","0","0","0","0","97.14285714","0","0","100","0","0","0","80","0","0","0","1","1","0","96","2095","729629","0","0","4","safe"
"62","23","1","4","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","1","0","0","0","1","0.14516129","0","0","0","0","0","0","3","0","0","0","0","2","0","7","3","1","3","1","15","15","13","6.285714286","9","5.2","1","0","0","0","0","0","54","0.777777778","0.222222222","0","0","0","0.25","0","0.083333333","0","0","87.5","0","95.83333333","4.166666667","0","0","0","44.44444444","0","0","0","1","1","0","1250","8976","67484","0","1","6","safe"
"68","59","0","4","7","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0.088235294","0.101694915","0","0","0","0","0","3","0","0","1","0","0","0","11","3","1","1","0","7","7","0","4.090909091","4.090909091","0","0","0","0","0","0","0","4","0.75","0.25","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","1","0","0","231","5613","7198650","0","1","5","unsafe"
